gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,avg_charge_per_month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,1,1,0,45,1,1,0,0,0,0,0,0,0,0,24.7,0,25.529347826086955,1,0,1,0,0
0,1,0,0,45,1,1,1,1,1,0,1,1,0,1,97.05,0,95.32717391304348,0,0,0,1,0
0,0,0,0,36,1,0,1,1,1,1,1,1,0,1,76.35,0,70.44189189189188,1,0,0,0,1
1,0,1,1,17,1,0,1,1,0,1,0,1,0,1,89.4,1,85.525,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18.9,0,9.45,0,0,0,0,1
1,1,0,0,16,1,1,1,0,0,0,0,0,0,1,74.45,0,74.1970588235294,0,0,0,0,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,19.8,1,14.5375,0,0,0,0,1
1,0,1,1,4,1,1,1,0,0,0,0,0,0,1,50.9,1,45.12,0,0,0,1,0
0,0,1,0,71,1,0,1,1,1,1,1,1,1,1,84.4,0,82.90694444444445,0,1,1,0,0
1,0,1,1,10,1,1,0,0,0,0,0,0,0,1,24.4,0,23.081818181818182,0,0,0,0,1
1,0,1,1,20,1,0,0,0,0,0,0,0,0,0,20.05,0,19.047619047619047,0,1,0,0,1
1,0,0,0,4,1,0,1,0,0,0,0,1,0,1,81.0,1,68.17,0,0,0,1,0
1,0,0,0,26,1,1,1,0,0,1,0,1,1,1,98.35,1,93.15925925925927,0,0,0,1,0
0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,55.5,0,45.47,0,0,1,0,0
1,0,0,0,5,0,0,1,0,1,0,0,1,1,1,51.0,1,50.99166666666667,0,0,0,0,1
0,0,1,0,4,1,1,1,0,1,0,0,1,0,1,91.65,1,73.08,0,0,0,1,0
1,1,1,0,29,1,1,1,0,0,0,0,0,1,1,84.3,0,78.59166666666667,0,0,0,1,0
1,0,0,0,2,1,0,1,1,1,0,0,1,1,0,100.2,0,66.16666666666667,0,0,0,1,0
0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,19.4,0,18.475,0,1,0,0,1
1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,90.85,1,45.425,0,0,0,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,69.4,1,34.7,0,0,0,0,1
0,1,0,0,8,1,0,1,0,0,1,0,1,1,1,94.45,1,82.55000000000001,0,0,1,0,0
1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,20.4,0,17.975,0,0,0,1,0
0,0,1,0,59,1,1,1,1,1,0,0,1,0,1,94.75,0,93.29416666666665,0,0,0,1,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,20.15,1,10.075,0,0,1,0,0
1,1,0,0,50,1,1,1,0,0,0,0,1,1,1,95.7,1,94.44509803921568,0,0,0,1,0
1,0,1,0,18,1,0,1,0,0,0,0,0,0,1,44.35,0,40.42368421052631,0,0,0,0,0
0,0,1,1,17,1,0,1,1,1,0,0,1,1,0,74.55,0,67.54444444444444,0,0,0,0,1
1,0,1,0,47,1,0,1,0,1,1,0,1,1,0,73.6,0,73.38854166666667,0,1,0,1,0
0,0,0,0,26,1,1,1,0,0,0,0,0,0,1,74.95,1,67.96111111111111,0,0,0,0,0
0,0,0,0,6,0,0,1,0,0,1,0,1,1,1,47.95,1,43.58571428571429,0,0,0,1,0
1,0,1,1,19,1,1,1,0,0,0,0,0,0,0,50.1,0,45.5225,0,0,1,0,0
0,0,0,0,3,1,1,1,0,0,0,1,1,0,1,63.6,1,38.9125,0,0,0,1,0
0,1,1,1,68,0,0,1,0,1,1,0,1,1,1,53.0,0,52.98913043478261,0,1,0,1,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,19.85,0,17.333333333333332,0,0,0,0,0
1,0,0,0,7,0,0,1,0,0,0,0,0,0,1,24.35,0,18.85625,1,0,1,0,0
0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,19.55,0,20.486842105263158,0,0,0,0,1
0,0,1,0,71,1,1,0,0,0,0,0,0,0,0,25.05,0,26.023611111111112,0,1,1,0,0
1,1,1,0,13,1,1,1,1,1,0,0,0,1,0,93.8,0,90.07142857142857,0,0,1,0,0
1,0,0,0,3,0,0,1,0,1,0,1,0,0,1,36.85,1,27.175,0,0,0,0,1
1,0,1,0,72,1,1,1,0,1,1,0,1,1,1,103.75,0,100.63287671232877,0,1,0,0,0
1,0,1,1,66,0,0,1,0,1,1,0,1,1,1,56.75,0,55.34925373134328,0,1,1,0,0
1,0,1,1,24,1,0,0,0,0,0,0,0,0,1,20.8,0,18.785999999999998,1,0,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,44.1,1,22.05,0,0,0,1,0
0,0,1,1,56,1,1,0,0,0,0,0,0,0,1,24.45,0,24.31315789473684,0,1,0,0,1
0,1,1,0,22,1,1,0,0,0,0,0,0,0,0,25.6,0,23.86086956521739,1,0,0,0,0
1,0,0,0,14,0,0,1,0,0,1,0,1,1,1,50.75,1,47.516666666666666,0,0,0,1,0
0,1,1,0,61,1,1,1,0,1,1,0,1,1,1,104.4,1,103.30645161290323,1,0,1,0,0
0,1,1,0,40,0,0,1,0,1,0,0,1,0,1,39.3,1,39.93658536585366,0,0,0,1,0
0,0,0,0,42,1,0,1,1,1,1,0,0,0,0,59.65,0,58.989534883720935,0,0,0,0,0
0,0,1,1,72,1,1,1,1,0,1,1,1,1,1,83.3,0,82.77671232876712,0,1,0,0,0
0,0,0,0,12,1,1,1,0,0,0,1,0,0,1,79.55,0,73.71153846153847,0,0,1,0,0
1,0,1,0,71,1,1,0,0,0,0,0,0,0,0,24.45,0,24.036805555555556,0,1,0,0,0
0,0,1,0,26,1,0,0,0,0,0,0,0,0,0,19.2,0,17.022222222222222,1,0,0,0,1
0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,29.8,0,25.24375,0,0,0,0,1
0,0,1,1,6,1,0,1,0,0,0,0,0,0,0,45.5,0,40.74285714285714,0,0,0,0,1
0,0,0,0,58,1,0,1,1,1,1,0,1,1,1,106.45,1,104.16694915254237,1,0,0,1,0
1,0,1,0,51,0,0,1,0,1,0,0,0,0,1,30.05,0,29.4125,0,0,1,0,0
1,0,1,1,72,0,0,1,1,1,1,1,1,1,1,65.65,0,63.897260273972606,0,1,0,0,0
0,0,0,0,18,1,0,1,1,0,0,0,1,1,1,96.05,1,91.61578947368422,0,0,0,1,0
0,0,0,0,7,1,1,1,0,0,0,0,0,0,1,75.1,1,69.11875,0,0,0,0,0
0,0,0,0,47,1,1,1,1,1,0,1,0,1,0,74.05,0,72.83958333333334,0,1,0,0,1
1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,44.7,1,31.233333333333334,0,0,0,1,0
1,1,0,0,62,1,1,1,0,1,1,1,1,1,1,110.75,0,111.95793650793651,1,0,0,0,0
0,0,1,1,16,1,0,0,0,0,0,0,0,0,0,19.7,0,17.738235294117647,0,1,0,0,1
1,0,0,0,6,1,0,1,0,0,0,1,0,0,1,49.5,0,44.67142857142857,0,0,1,0,0
1,0,0,0,19,1,0,1,0,0,1,1,0,0,1,55.0,1,52.325,0,0,1,0,0
0,0,1,1,69,0,0,1,1,0,1,0,0,1,1,43.95,0,42.287142857142854,0,1,1,0,0
1,0,1,1,11,1,1,1,0,0,0,0,0,0,1,74.35,1,69.51666666666667,0,0,0,1,0
0,0,1,0,64,1,1,1,0,1,1,1,1,1,1,111.15,0,106.97538461538461,0,0,0,1,0
0,0,1,0,39,1,0,1,1,0,1,1,1,1,1,104.7,1,103.37125,1,0,1,0,0
0,0,0,0,15,1,1,1,1,0,0,0,0,0,1,55.7,1,56.2375,0,0,0,0,1
1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,20.6,0,20.826923076923077,0,0,0,0,1
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,19.65,0,16.692857142857143,0,1,1,0,0
1,0,1,0,66,1,1,1,1,1,1,1,1,1,0,115.8,0,118.53955223880597,1,0,0,0,0
0,0,0,0,61,1,1,1,0,1,1,1,1,1,0,88.65,0,85.82661290322581,0,1,1,0,0
0,1,1,0,43,1,1,1,1,1,0,0,1,0,1,94.5,0,94.47272727272728,0,0,0,1,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,20.1,0,17.2,0,0,0,0,1
1,1,0,0,23,0,0,1,0,0,0,0,0,1,1,34.65,0,32.018750000000004,0,0,0,0,0
1,1,1,0,71,0,0,1,0,1,1,0,1,1,1,52.3,0,52.29236111111111,0,0,0,0,0
0,0,0,0,34,1,1,1,0,0,0,1,1,0,0,65.0,0,61.642857142857146,0,0,0,0,1
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,19.85,1,18.008333333333333,0,0,1,0,0
0,0,1,0,41,0,0,1,0,1,0,1,0,0,0,35.45,0,33.13452380952381,1,0,0,0,1
0,0,1,1,72,1,0,0,0,0,0,0,0,0,0,19.7,0,18.9013698630137,0,1,1,0,0
1,1,0,0,14,1,1,1,0,0,0,0,1,1,1,95.6,0,84.88666666666667,0,0,0,1,0
0,0,0,0,41,1,0,0,0,0,0,0,0,0,1,19.85,0,19.29642857142857,0,1,0,0,1
0,0,1,1,23,1,1,1,1,0,0,0,0,0,0,81.85,0,75.45208333333333,1,0,1,0,0
1,0,1,1,71,1,0,1,1,1,1,1,1,1,0,109.3,0,108.0951388888889,0,1,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,70.3,1,35.15,0,0,0,1,0
1,0,1,0,72,1,1,0,0,0,0,0,0,0,0,25.4,0,24.61780821917808,0,1,0,0,1
1,0,1,1,6,1,0,1,0,0,0,0,0,0,1,69.8,0,53.978571428571435,0,0,0,1,0
1,0,1,1,23,1,0,0,0,0,0,0,0,0,1,20.0,0,18.554166666666667,1,0,1,0,0
1,1,1,0,10,1,1,1,0,0,0,0,0,1,0,85.55,1,77.43181818181819,0,0,0,1,0
0,0,0,0,72,1,0,1,1,1,1,1,1,1,1,109.9,0,104.44109589041096,0,1,0,1,0
0,0,1,0,7,1,0,1,1,0,0,0,0,0,1,50.3,0,44.3875,0,0,0,0,0
1,0,0,1,6,1,0,1,0,0,1,0,1,1,0,94.5,1,82.20714285714287,0,0,0,0,1
1,0,1,1,9,1,0,1,0,1,0,1,1,1,1,101.5,0,90.685,0,0,0,1,0
0,0,0,0,12,1,1,1,0,1,0,0,0,1,1,89.15,0,81.35,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.4,0,9.7,0,0,0,0,1
0,1,1,1,48,0,0,1,0,1,0,0,0,0,0,29.9,0,28.341836734693878,1,0,0,0,0
1,0,0,0,20,1,0,1,0,0,0,0,1,0,0,78.8,0,78.15714285714286,0,0,0,1,0
0,1,1,0,16,1,1,1,0,0,0,0,0,1,1,85.35,1,80.89117647058823,0,0,1,0,0
0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,79.65,1,50.9,0,0,0,0,1
0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,19.3,0,16.836363636363636,1,0,0,0,1
0,1,0,0,2,1,0,1,0,0,0,0,0,1,1,79.6,1,65.01666666666667,0,0,0,1,0
1,0,1,1,20,1,1,1,0,1,0,1,1,0,0,96.8,0,86.9857142857143,0,0,0,0,1
1,0,1,0,20,1,0,0,0,0,0,0,0,0,0,20.65,0,19.88095238095238,1,0,0,0,1
1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,19.8,0,17.225,1,0,0,0,1
1,1,0,0,19,1,1,1,1,0,0,0,1,0,1,90.6,1,83.0,0,0,0,1,0
1,0,1,0,22,1,0,1,1,1,0,1,1,1,1,104.6,0,94.80652173913045,0,0,0,1,0
0,0,0,0,35,1,1,1,0,0,0,1,0,0,0,80.05,0,78.775,0,0,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,45.15,0,22.575,0,0,0,0,1
1,0,0,0,39,1,1,1,0,0,0,0,0,0,1,73.15,0,68.27125,0,0,1,0,0
0,1,1,0,54,1,0,1,0,0,1,1,1,1,1,99.1,0,98.85636363636364,1,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.2,1,10.1,0,0,0,0,0
1,0,1,0,66,1,1,1,1,0,1,0,1,1,1,106.05,1,104.19925373134329,0,1,1,0,0
1,0,0,0,56,1,1,1,1,0,0,1,1,1,1,105.35,0,101.65701754385965,0,0,0,0,1
1,0,0,1,18,1,0,1,0,0,0,0,0,0,1,45.65,0,39.32631578947369,0,0,1,0,0
0,0,1,1,16,1,1,1,0,1,0,0,0,0,1,79.95,0,74.58529411764707,0,0,1,0,0
0,0,0,0,68,1,0,1,1,0,1,0,0,0,1,54.45,0,53.26014492753623,1,0,1,0,0
0,1,1,0,53,1,1,0,0,0,0,0,0,0,0,25.1,0,23.62222222222222,0,1,1,0,0
0,0,1,1,72,1,1,1,1,0,1,1,1,1,0,84.7,0,80.73835616438356,0,1,1,0,0
1,0,0,0,9,1,1,1,0,0,0,0,0,0,1,75.85,0,72.465,0,0,0,1,0
0,0,0,0,30,1,0,1,1,0,0,0,0,0,1,48.8,0,49.57258064516129,0,0,0,0,1
0,0,0,0,36,1,1,1,0,1,0,0,1,1,1,99.15,1,97.71891891891892,0,0,0,1,0
0,0,0,0,18,0,0,1,0,0,1,1,0,0,1,35.2,0,31.963157894736838,0,0,0,1,0
0,1,1,1,55,1,1,1,1,0,1,1,1,0,0,76.25,0,74.18839285714286,1,0,0,1,0
0,0,1,0,39,0,0,1,1,0,1,0,1,1,0,55.9,1,54.60875,0,0,0,1,0
1,0,0,0,21,1,1,1,0,1,0,0,0,0,1,82.35,1,84.22045454545454,0,0,0,1,0
1,0,0,0,2,0,0,1,0,1,1,1,0,0,1,40.4,1,25.71666666666667,0,0,1,0,0
1,1,0,0,33,1,1,0,0,0,0,0,0,0,1,24.9,0,24.935294117647057,1,0,0,0,0
1,0,1,0,44,0,0,1,0,1,1,0,1,1,0,54.3,0,53.121111111111105,0,1,0,0,0
0,0,1,1,30,1,0,1,1,0,0,1,0,1,0,66.3,0,62.04838709677419,0,0,0,0,0
0,0,1,0,71,1,0,0,0,0,0,0,0,0,1,20.9,0,20.73888888888889,0,1,0,0,0
0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,75.35,1,67.62,0,0,0,1,0
1,0,0,1,35,1,0,1,0,0,1,0,1,0,1,85.15,1,84.18333333333334,1,0,0,1,0
1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,75.35,0,37.675,0,0,1,0,0
1,1,1,0,23,1,1,1,0,1,1,0,1,1,1,104.45,0,91.03541666666666,0,0,0,1,0
0,0,0,1,22,0,0,1,0,0,1,0,1,1,1,49.45,0,44.84347826086957,1,0,1,0,0
0,0,0,1,49,1,0,0,0,0,0,0,0,0,0,19.45,0,18.426,1,0,1,0,0
0,0,1,1,42,1,0,1,0,0,1,0,1,1,1,92.15,0,90.12558139534885,0,0,0,1,0
0,0,1,1,33,1,0,1,0,0,1,0,1,1,1,93.8,1,91.8970588235294,1,0,0,1,0
0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,19.85,0,18.01875,0,1,0,0,1
0,0,1,1,67,1,1,1,1,0,1,1,0,1,1,100.25,0,98.36764705882354,1,0,0,0,0
1,0,0,0,15,1,1,1,0,1,0,1,0,1,0,95.7,0,90.69375,0,0,0,1,0
1,0,1,0,67,1,1,1,0,1,1,0,0,1,1,93.15,0,93.64999999999999,0,1,0,1,0
1,0,1,1,53,1,0,1,1,1,0,1,1,0,1,69.7,0,69.06666666666666,0,1,0,0,1
1,0,1,1,21,1,0,0,0,0,0,0,0,0,0,19.8,0,15.913636363636364,1,0,0,0,1
0,0,1,1,40,1,0,1,1,1,0,1,0,1,1,71.35,0,69.44390243902438,0,0,0,0,1
0,0,1,1,22,1,0,0,0,0,0,0,0,0,0,20.75,0,19.667391304347827,1,0,0,0,0
1,0,0,0,39,0,0,1,0,0,0,1,0,1,1,40.6,0,37.3625,0,0,0,1,0
1,0,0,0,45,1,0,0,0,0,0,0,0,0,1,20.4,1,20.22717391304348,1,0,0,1,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,20.35,0,13.950000000000001,0,0,0,0,1
0,0,1,1,57,1,0,0,0,0,0,0,0,0,0,19.75,0,21.931896551724137,0,1,0,0,0
1,0,1,1,8,1,0,1,0,0,0,0,1,0,1,54.4,0,52.78888888888889,0,0,0,1,0
1,1,1,0,7,1,1,1,1,1,0,0,0,1,1,94.7,1,84.1375,0,0,1,0,0
1,0,0,0,6,0,0,1,0,1,0,0,0,0,1,30.5,1,29.814285714285713,0,0,1,0,0
0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,20.45,0,18.84375,0,0,0,0,1
1,0,0,0,49,1,1,1,0,0,0,1,1,0,1,66.15,0,63.98,0,1,0,0,0
0,0,0,0,65,1,1,1,1,1,0,1,0,0,1,89.85,0,88.55530303030302,1,0,0,1,0
0,0,0,0,55,1,0,1,0,0,0,0,0,0,0,45.05,0,43.975,1,0,0,0,0
1,0,1,1,71,1,1,1,1,1,1,1,1,1,0,86.85,0,86.99722222222222,0,1,0,0,0
1,0,0,0,35,1,1,1,1,1,1,1,0,0,1,96.75,0,94.53888888888889,0,0,0,0,1
1,1,0,0,3,1,1,1,0,0,0,0,0,0,1,77.0,1,59.4375,0,0,0,1,0
0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,20.1,1,18.445833333333333,0,0,1,0,0
0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,75.3,1,37.65,0,0,0,1,0
1,0,0,0,17,1,1,1,1,1,1,1,1,0,1,106.65,0,92.89444444444445,0,0,0,0,0
0,0,1,0,72,1,1,1,1,0,1,1,1,1,1,110.15,0,107.96164383561644,0,1,1,0,0
0,0,1,1,28,1,0,1,1,0,0,0,0,1,1,82.85,0,80.02758620689656,1,0,0,0,0
0,0,1,0,18,1,0,0,0,0,0,0,0,0,0,20.1,0,19.5,0,1,0,0,1
0,1,1,0,40,1,0,1,0,1,0,1,1,1,1,99.2,1,99.0780487804878,1,0,1,0,0
0,0,0,0,52,1,0,1,0,0,1,0,0,1,1,59.45,0,57.42830188679245,0,0,0,1,0
0,0,1,0,47,1,0,1,0,1,0,0,1,0,1,58.6,0,56.737500000000004,0,0,0,0,0
0,0,0,0,23,1,0,1,0,0,1,0,0,0,0,49.7,0,45.052083333333336,0,0,1,0,0
1,0,1,1,66,1,0,1,1,1,1,1,0,0,0,65.85,0,61.150000000000006,0,1,0,0,1
0,0,0,0,8,1,1,1,0,0,0,0,0,0,1,73.5,0,70.24444444444445,0,0,0,1,0
1,1,0,0,47,1,0,1,1,0,0,0,0,1,0,85.5,1,84.21458333333334,0,0,0,0,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,20.05,1,20.60625,0,0,0,0,1
0,0,1,1,71,1,1,1,1,1,1,1,1,1,0,113.65,0,113.42777777777778,0,1,1,0,0
0,1,0,0,50,1,1,1,1,1,0,0,0,0,1,83.4,0,80.66078431372549,0,0,0,1,0
1,0,1,0,46,1,0,1,1,1,1,1,0,0,0,65.65,0,64.83297872340425,0,1,0,0,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,70.4,1,35.2,0,0,0,1,0
0,0,0,0,66,0,0,1,1,0,1,1,1,1,1,61.35,0,62.58805970149253,0,1,0,0,0
0,0,1,0,42,1,1,1,0,0,1,1,0,0,1,85.9,0,86.73837209302326,0,0,1,0,0
0,0,0,0,5,1,0,1,0,0,0,1,0,0,1,75.65,0,66.575,0,0,0,0,1
1,0,1,1,7,1,0,1,1,0,0,0,0,0,1,49.75,1,41.4125,1,0,0,1,0
1,0,0,0,29,1,1,1,0,1,1,0,0,1,0,70.9,0,65.48666666666666,1,0,1,0,0
0,0,1,1,27,1,0,1,0,1,0,0,0,0,0,49.85,0,47.71964285714286,0,0,0,0,1
0,1,0,0,15,1,0,1,0,1,0,0,0,0,1,75.3,1,71.715625,0,0,1,0,0
0,0,1,1,25,1,0,0,0,0,0,0,0,0,0,20.1,0,18.69423076923077,0,1,0,0,1
0,0,1,0,11,1,1,1,0,0,0,0,1,1,1,94.0,1,89.90833333333335,0,0,0,1,0
1,0,1,0,57,1,1,1,1,1,1,1,1,0,1,103.05,0,102.16810344827586,0,0,0,1,0
1,0,0,0,67,1,1,1,1,1,1,1,1,1,1,118.35,1,114.76691176470588,1,0,0,0,0
0,1,1,0,47,1,1,1,0,0,1,0,1,1,0,99.7,0,98.89999999999999,0,0,0,1,0
0,0,0,0,13,1,0,1,0,0,0,0,1,0,1,81.9,0,73.49285714285715,0,0,0,0,1
1,0,0,0,8,0,0,1,1,0,0,0,0,0,1,30.45,1,25.16111111111111,0,0,0,1,0
0,0,1,0,44,1,1,1,0,0,0,0,1,1,1,96.1,1,96.98,0,0,0,1,0
1,0,1,1,71,1,1,1,1,0,0,0,1,0,1,66.2,0,65.17430555555556,1,0,0,1,0
1,1,1,0,24,1,1,1,0,1,1,0,1,1,1,104.25,1,97.35600000000001,0,0,0,1,0
1,1,0,0,15,1,1,1,0,1,0,0,0,0,1,80.2,1,76.078125,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.75,0,9.875,0,0,0,1,0
1,1,0,0,2,1,1,1,0,0,0,0,0,0,1,72.6,0,51.43333333333334,0,0,0,0,1
1,1,0,0,55,1,1,1,1,1,1,1,1,1,1,116.5,0,113.97410714285715,0,0,0,1,0
1,1,0,0,71,1,1,1,0,1,0,1,1,1,1,106.8,0,105.87777777777778,0,1,0,1,0
1,0,1,1,50,1,1,0,0,0,0,0,0,0,0,24.95,0,24.734313725490196,0,1,0,0,1
1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,89.25,0,44.625,0,0,0,1,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,1,19.25,0,14.341666666666667,0,0,0,0,1
0,0,0,0,66,1,1,1,1,1,1,1,1,0,1,104.55,0,101.17985074626866,1,0,0,0,0
0,0,1,1,49,1,0,1,1,1,1,1,1,1,1,87.2,0,86.9,1,0,0,0,1
0,1,1,0,3,0,0,1,0,1,0,0,0,0,1,30.75,0,20.7125,0,0,0,1,0
1,0,1,1,66,1,1,0,0,0,0,0,0,0,1,25.7,0,25.590298507462688,1,0,1,0,0
1,0,0,1,11,1,1,1,0,0,0,0,0,1,0,86.2,0,74.43333333333334,0,0,0,1,0
1,0,0,0,28,0,0,1,0,0,0,1,0,0,1,30.1,0,27.96034482758621,0,0,1,0,0
1,0,1,0,65,1,1,1,1,1,1,0,1,0,1,99.35,0,96.175,0,1,0,1,0
0,0,0,0,62,1,0,0,0,0,0,0,0,0,1,19.2,0,17.835714285714285,0,1,1,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,20.1,0,14.383333333333333,0,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20.35,0,11.700000000000001,0,0,1,0,0
0,0,1,1,55,1,1,0,0,0,0,0,0,0,1,25.65,0,24.785714285714285,0,1,1,0,0
1,1,1,0,41,1,0,1,0,1,0,0,1,1,1,94.55,0,91.70119047619048,0,0,0,1,0
0,0,1,1,17,1,1,1,1,0,1,0,1,1,1,104.2,1,96.86111111111111,0,0,0,1,0
0,0,0,0,30,1,0,1,0,0,0,1,1,1,1,94.4,0,85.1,1,0,0,0,0
1,0,0,0,17,1,0,1,1,1,0,0,0,0,0,56.1,0,52.608333333333334,1,0,0,0,1
0,0,1,1,16,1,0,1,1,1,0,1,0,1,0,68.25,0,65.57941176470588,0,1,0,0,0
1,0,0,0,72,1,1,0,0,0,0,0,0,0,0,24.75,0,24.350684931506848,0,1,0,0,0
1,0,0,0,9,1,1,1,0,0,0,0,0,0,1,76.25,0,68.485,0,0,0,1,0
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,74.35,0,37.175,0,0,0,1,0
1,0,0,1,23,1,0,1,0,1,0,1,0,0,0,54.15,0,54.68541666666667,0,0,0,1,0
1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,19.45,0,17.688888888888886,0,0,0,0,0
1,0,1,1,19,0,0,1,1,1,0,0,0,0,1,34.95,0,30.51,0,0,0,0,1
0,0,0,0,7,1,1,1,1,0,0,0,0,0,1,53.65,0,50.54375,0,0,0,1,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,69.65,1,34.825,0,0,0,1,0
1,0,0,0,61,1,1,1,1,0,1,0,1,1,0,104.0,0,102.63629032258065,1,0,0,1,0
0,0,1,0,57,1,0,1,1,1,0,1,1,0,1,70.35,0,71.11465517241379,0,1,1,0,0
1,0,0,0,9,1,0,1,0,0,0,0,0,1,1,80.8,1,71.31,0,0,0,1,0
1,0,0,1,15,1,0,1,1,0,1,0,0,1,0,64.85,0,59.421875,1,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.65,0,9.825,0,0,0,0,1
0,0,1,0,12,1,0,1,0,0,0,0,0,0,0,45.9,0,38.919230769230765,0,0,0,0,0
1,0,0,0,54,1,0,0,0,0,0,0,0,0,0,20.0,0,20.902727272727276,0,1,0,0,1
1,0,1,1,4,1,0,1,0,0,0,0,0,0,0,44.8,0,33.93,0,0,0,1,0
0,0,0,0,7,1,0,1,0,0,0,0,1,0,1,80.3,1,65.8375,0,0,0,0,1
0,0,1,0,20,1,0,0,0,0,0,0,0,0,0,20.35,0,18.72142857142857,1,0,0,0,1
0,0,0,1,26,0,0,1,1,0,0,1,0,1,0,45.8,0,42.48148148148148,0,0,0,0,1
1,1,1,0,36,1,1,1,0,0,0,0,0,1,1,84.1,1,81.66486486486487,0,0,0,1,0
0,0,1,0,53,1,1,1,0,1,1,1,1,1,1,108.95,0,105.89259259259259,1,0,0,0,0
1,0,0,0,3,1,0,1,0,0,0,1,1,1,1,69.35,1,47.8375,0,0,0,1,0
0,0,0,0,68,0,0,1,1,1,1,1,1,1,0,64.35,0,65.7913043478261,0,1,1,0,0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,1,90.8,0,87.63835616438357,0,1,1,0,0
1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,24.95,0,21.569230769230767,1,0,1,0,0
0,1,1,1,34,1,1,1,0,1,0,0,0,0,1,79.6,1,77.66571428571429,0,0,0,0,1
0,0,1,0,68,1,1,1,1,1,0,0,0,0,1,84.7,0,82.76884057971014,0,1,0,0,0
0,0,0,1,50,1,0,1,1,0,1,1,1,0,1,70.8,0,68.19901960784314,1,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,36.45,1,18.225,0,0,0,1,0
0,1,0,0,41,1,1,1,0,1,1,0,1,1,1,104.4,0,98.42738095238094,0,0,0,1,0
1,1,1,0,30,1,1,1,0,0,0,1,1,1,1,101.5,0,94.11774193548388,0,0,0,1,0
1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,54.3,0,27.15,0,0,0,1,0
1,1,1,1,29,1,1,1,0,0,1,0,1,1,1,103.95,0,98.82666666666667,0,0,0,1,0
0,0,1,1,23,1,1,1,1,1,1,1,1,1,1,91.1,0,91.59583333333335,0,1,1,0,0
1,0,0,1,60,1,0,0,0,0,0,0,0,0,0,19.95,0,19.50655737704918,0,1,0,0,1
0,0,1,0,72,1,1,0,0,0,0,0,0,0,0,26.45,0,26.226027397260275,0,1,1,0,0
1,0,0,1,22,1,0,1,0,1,1,0,1,0,1,89.4,1,87.02173913043478,0,0,0,1,0
1,0,0,0,72,1,0,1,1,1,1,1,1,0,1,75.1,0,73.10068493150685,0,1,0,0,0
